number,latency,type,duration
3249,2682945,1,0
3250,2683559,1,0
3251,2684173,2,0
3252,2684788,1,0
3253,2685402,1,0
3254,2686016,1,0
3255,2686630,1,0
3256,2687245,1,0
3257,2687859,1,0
3258,2688473,1,0
3259,2689087,1,0
3260,2689702,1,0
3261,2690316,1,0
3262,2690930,1,0
3263,2691544,1,0
3264,2692159,1,0
3265,2692773,1,0
3266,2693387,1,0
3267,2694001,1,0
3268,2694615,2,0
3269,2695230,1,0
3270,2695844,1,0
3271,2696458,1,0
3272,2697072,1,0
3273,2697687,1,0
3274,2698301,1,0
3275,2698915,1,0
3276,2699529,1,0
3277,2700144,1,0
3278,2700758,1,0
3279,2701372,2,0
3280,2701986,1,0
3281,2702601,1,0
3282,2703215,1,0
3283,2703829,1,0
3284,2714237,1,0
3285,2714851,1,0
3286,2715465,1,0
3287,2716080,1,0
3288,2716694,1,0
3289,2717308,1,0
3290,2717922,1,0
3291,2718537,1,0
3292,2719151,1,0
3293,2719765,1,0
3294,2720379,1,0
3295,2720994,1,0
3296,2721608,1,0
3297,2722222,1,0
3298,2722836,1,0
3299,2723451,1,0
3300,2724065,1,0
3301,2724679,2,0
3302,2725293,1,0
3303,2725907,1,0
3304,2726522,1,0
3305,2727136,1,0
3306,2727750,1,0
3307,2728364,1,0
3308,2728979,1,0
3309,2729593,1,0
3310,2730207,1,0
3311,2730821,1,0
3312,2731436,1,0
3313,2732050,1,0
3314,2732664,1,0
3315,2733278,1,0
3316,2733893,1,0
3317,2734507,1,0
3318,2735121,1,0
3319,2735735,2,0
3320,2736350,1,0
3321,2736964,1,0
3322,2737578,1,0
3323,2738192,1,0
3324,2738806,1,0
3325,2739421,1,0
3326,2740035,1,0
3327,2740649,1,0
3328,2741263,2,0
3329,2741878,1,0
3330,2742492,1,0
3331,2743106,1,0
3332,2743720,1,0
3333,2744335,1,0
3334,2744949,1,0
3335,2745563,1,0
3336,2746177,1,0
3337,2746792,1,0
3338,2747406,1,0
3339,2748020,1,0
3340,2748634,1,0
3341,2749249,2,0
3342,2749863,1,0
3343,2750477,1,0
3344,2751091,1,0
3345,2751706,1,0
3346,2752320,1,0
3347,2752934,1,0
3348,2753548,1,0
3349,2754162,1,0
3350,2754777,1,0
3351,2755391,1,0
3352,2756005,2,0
3353,2756619,1,0
3354,2757234,1,0
3355,2757848,1,0
3356,2758462,1,0
3357,2759076,1,0
3358,2759691,1,0
3359,2760305,1,0
3360,2760919,1,0
3361,2761533,1,0
3362,2762148,1,0
3363,2762762,1,0
3364,2763376,1,0
3365,2763990,1,0
3366,2764605,2,0
3367,2765219,1,0
3368,2765833,1,0
3369,2766447,1,0
3370,2767061,1,0
3371,2767676,1,0
3372,2768290,1,0
3373,2768904,1,0
3374,2769518,1,0
3375,2770133,1,0
3376,2770747,1,0
3377,2771361,1,0
3378,2771975,1,0
3379,2772590,1,0
3380,2773204,1,0
3381,2773818,1,0
3382,2774432,2,0
3383,2775047,1,0
3384,2786768,1,0
3385,2787382,1,0
3386,2787997,1,0
3387,2788611,1,0
3388,2789225,1,0
3389,2789839,1,0
3390,2790454,1,0
3391,2791068,1,0
3392,2791682,1,0
3393,2792296,1,0
3394,2792911,2,0
3395,2793525,1,0
3396,2794139,1,0
3397,2794753,1,0
3398,2795368,1,0
3399,2795982,1,0
3400,2796596,1,0
3401,2797210,1,0
3402,2797825,1,0
3403,2798439,1,0
3404,2799053,1,0
3405,2799667,1,0
3406,2800282,1,0
3407,2800896,1,0
3408,2801510,1,0
3409,2802124,1,0
3410,2802738,1,0
3411,2803353,1,0
3412,2803967,1,0
3413,2804581,2,0
3414,2805195,1,0
3415,2805810,1,0
3416,2806424,1,0
3417,2807038,1,0
3418,2807652,1,0
3419,2808267,1,0
3420,2808881,1,0
3421,2809495,1,0
3422,2810109,1,0
3423,2810724,1,0
3424,2811338,1,0
3425,2811952,2,0
3426,2812566,1,0
3427,2813180,1,0
3428,2813795,1,0
3429,2814409,1,0
3430,2815023,1,0
3431,2815637,1,0
3432,2816252,1,0
3433,2816866,1,0
3434,2817480,2,0
3435,2818094,1,0
3436,2818709,1,0
3437,2819323,1,0
3438,2819937,1,0
3439,2820551,1,0
3440,2821166,1,0
3441,2821780,1,0
3442,2822394,1,0
3443,2823008,2,0
3444,2823623,1,0
3445,2824237,1,0
3446,2824851,1,0
3447,2825465,1,0
3448,2826079,1,0
3449,2826694,1,0
3450,2827308,1,0
3451,2827922,1,0
3452,2828536,1,0
3453,2829151,1,0
3454,2829765,1,0
3455,2830379,1,0
3456,2830993,1,0
3457,2831608,1,0
3458,2832222,1,0
3459,2832836,1,0
3460,2833450,2,0
3461,2834065,1,0
3462,2834679,1,0
3463,2835293,1,0
3464,2835907,1,0
3465,2836522,1,0
3466,2837136,1,0
3467,2837750,1,0
3468,2838364,1,0
3469,2838978,1,0
3470,2839593,1,0
3471,2840207,1,0
3472,2840821,1,0
3473,2841435,1,0
3474,2842050,2,0
3475,2842664,1,0
3476,2843278,1,0
3477,2843892,1,0
3478,2844507,1,0
3479,2845121,1,0
3480,2845735,1,0
3481,2846349,1,0
3482,2846964,1,0
3483,2847578,1,0
3484,2858054,1,0
3485,2858668,1,0
3486,2859282,1,0
3487,2859897,1,0
3488,2860511,1,0
3489,2861125,1,0
3490,2861739,1,0
3491,2862354,1,0
3492,2862968,1,0
3493,2863582,1,0
3494,2864196,1,0
3495,2864811,1,0
3496,2865425,2,0
3497,2866039,1,0
3498,2866653,1,0
3499,2867268,1,0
3500,2867882,1,0
3501,2868496,1,0
3502,2869110,1,0
3503,2869725,1,0
3504,2870339,1,0
3505,2870953,2,0
3506,2871567,1,0
3507,2872181,1,0
3508,2872796,1,0
3509,2873410,1,0
3510,2874024,1,0
3511,2874638,1,0
3512,2875253,1,0
3513,2875867,1,0
3514,2876481,1,0
3515,2877095,1,0
3516,2877710,1,0
3517,2878324,1,0
3518,2878938,1,0
3519,2879552,1,0
3520,2880167,2,0
3521,2880781,1,0
3522,2881395,1,0
3523,2882009,1,0
3524,2882624,1,0
3525,2883238,1,0
3526,2883852,1,0
3527,2884466,1,0
3528,2885080,1,0
3529,2885695,1,0
3530,2886309,1,0
3531,2886923,1,0
3532,2887537,1,0
3533,2888152,1,0
3534,2888766,2,0
3535,2889380,1,0
3536,2889994,1,0
3537,2890609,1,0
3538,2891223,1,0
3539,2891837,1,0
3540,2892451,1,0
3541,2893066,1,0
3542,2893680,1,0
3543,2894294,1,0
3544,2894908,1,0
3545,2895523,1,0
3546,2896137,1,0
3547,2896751,1,0
3548,2897365,1,0
3549,2897979,2,0
3550,2898594,1,0
3551,2899208,1,0
3552,2899822,1,0
3553,2900436,1,0
3554,2901051,1,0
3555,2901665,1,0
3556,2902279,1,0
3557,2902893,1,0
3558,2903508,2,0
3559,2904122,1,0
3560,2904736,1,0
3561,2905350,1,0
3562,2905965,1,0
3563,2906579,1,0
3564,2907193,1,0
3565,2907807,1,0
3566,2908422,1,0
3567,2909036,1,0
3568,2909650,1,0
3569,2910264,1,0
3570,2910878,1,0
3571,2911493,1,0
3572,2912107,1,0
3573,2912721,1,0
3574,2913335,1,0
3575,2913950,2,0
3576,2914564,1,0
3577,2915178,1,0
3578,2915792,1,0
3579,2916407,1,0
3580,2917021,1,0
3581,2917635,1,0
3582,2918249,1,0
3583,2918864,1,0
3584,2949883,1,0
3585,2950497,1,0
3586,2951111,1,0
3587,2951725,1,0
3588,2952340,1,0
3589,2952954,1,0
3590,2953568,1,0
3591,2954182,1,0
3592,2954796,1,0
3593,2955411,1,0
3594,2956025,1,0
3595,2956639,1,0
3596,2957253,2,0
3597,2957868,1,0
3598,2958482,1,0
3599,2959096,1,0
3600,2959710,1,0
3601,2960325,1,0
3602,2960939,1,0
3603,2961553,1,0
3604,2962167,1,0
3605,2962782,1,0
3606,2963396,1,0
3607,2964010,2,0
3608,2964624,1,0
3609,2965239,1,0
3610,2965853,1,0
3611,2966467,1,0
3612,2967081,1,0
3613,2967695,1,0
3614,2968310,1,0
3615,2968924,1,0
3616,2969538,2,0
3617,2970152,1,0
3618,2970767,1,0
3619,2971381,1,0
3620,2971995,1,0
3621,2972610,1,0
3622,2973224,1,0
3623,2973838,1,0
3624,2974452,1,0
3625,2975066,1,0
3626,2975681,1,0
3627,2976295,1,0
3628,2976909,1,0
3629,2977523,1,0
3630,2978138,1,0
3631,2978752,1,0
3632,2979366,1,0
3633,2979980,1,0
3634,2980594,2,0
3635,2981209,1,0
3636,2981823,1,0
3637,2982437,1,0
3638,2983051,1,0
3639,2983666,1,0
3640,2984280,1,0
3641,2984894,1,0
3642,2985508,1,0
3643,2986123,1,0
3644,2986737,1,0
3645,2987351,1,0
3646,2987965,2,0
3647,2988580,1,0
3648,2989194,1,0
3649,2989808,1,0
3650,2990422,1,0
3651,2991036,1,0
3652,2991651,1,0
3653,2992265,1,0
3654,2992879,1,0
3655,2993493,1,0
3656,2994108,1,0
3657,2994722,1,0
3658,2995336,1,0
3659,2995950,1,0
3660,2996565,1,0
3661,2997179,2,0
3662,2997793,1,0
3663,2998407,1,0
3664,2999022,1,0
3665,2999636,1,0
3666,3000250,1,0
3667,3000864,1,0
3668,3001479,1,0
3669,3002093,1,0
3670,3002707,1,0
3671,3003321,1,0
3672,3003936,1,0
3673,3004550,1,0
3674,3005164,1,0
3675,3005778,1,0
3676,3006392,1,0
3677,3007007,1,0
3678,3007621,1,0
3679,3008235,2,0
3680,3008849,1,0
3681,3009464,1,0
3682,3010078,1,0
3683,3010692,1,0
3684,3020878,1,0
3685,3021492,1,0
3686,3022107,1,0
3687,3022721,1,0
3688,3023335,1,0
3689,3023949,1,0
3690,3024564,1,0
3691,3025178,1,0
3692,3025792,1,0
3693,3026406,1,0
3694,3027021,2,0
3695,3027635,1,0
3696,3028249,1,0
3697,3028863,1,0
3698,3029478,1,0
3699,3030092,1,0
3700,3030706,1,0
3701,3031320,1,0
3702,3031935,1,0
3703,3032549,1,0
3704,3033163,2,0
3705,3033777,1,0
3706,3034391,1,0
3707,3035006,1,0
3708,3035620,1,0
3709,3036234,1,0
3710,3036848,1,0
3711,3037463,1,0
3712,3038077,1,0
3713,3038691,1,0
3714,3039305,1,0
3715,3039920,2,0
3716,3040534,1,0
3717,3041148,1,0
3718,3041762,1,0
3719,3042377,1,0
3720,3042991,1,0
3721,3043605,1,0
3722,3044219,1,0
3723,3044834,1,0
3724,3045448,1,0
3725,3046062,1,0
3726,3046676,1,0
3727,3047290,1,0
3728,3047905,1,0
3729,3048519,1,0
3730,3049133,1,0
3731,3049747,1,0
3732,3050362,2,0
3733,3050976,1,0
3734,3051590,1,0
3735,3052204,1,0
3736,3052819,1,0
3737,3053433,1,0
3738,3054047,1,0
3739,3054661,1,0
3740,3055276,1,0
3741,3055890,2,0
3742,3056504,1,0
3743,3057118,1,0
3744,3057733,1,0
3745,3058347,1,0
3746,3058961,1,0
3747,3059575,1,0
3748,3060189,1,0
3749,3060804,1,0
3750,3061418,1,0
3751,3062032,1,0
3752,3062646,1,0
3753,3063261,1,0
3754,3063875,1,0
3755,3064489,1,0
3756,3065103,1,0
3757,3065718,1,0
3758,3066332,1,0
3759,3066946,2,0
3760,3067560,1,0
3761,3068175,1,0
3762,3068789,1,0
3763,3069403,1,0
3764,3070017,1,0
3765,3070632,1,0
3766,3071246,1,0
3767,3071860,1,0
3768,3072474,1,0
3769,3073089,1,0
3770,3073703,1,0
3771,3074317,1,0
3772,3074931,1,0
3773,3075545,1,0
3774,3076160,2,0
3775,3076774,1,0
3776,3077388,1,0
3777,3078002,1,0
3778,3078617,1,0
3779,3079231,1,0
3780,3079845,1,0
3781,3080459,1,0
3782,3081074,1,0
3783,3081688,1,0
3784,3091942,1,0
3785,3092556,1,0
3786,3093171,1,0
3787,3093785,1,0
3788,3094399,1,0
3789,3095013,1,0
3790,3095628,1,0
3791,3096242,1,0
3792,3096856,2,0
3793,3097470,1,0
3794,3098085,1,0
3795,3098699,1,0
3796,3099313,1,0
3797,3099927,1,0
3798,3100542,1,0
3799,3101156,1,0
3800,3101770,1,0
3801,3102384,1,0
3802,3102998,1,0
3803,3103613,1,0
3804,3104227,1,0
3805,3104841,1,0
3806,3105455,1,0
3807,3106070,1,0
3808,3106684,2,0
3809,3107298,1,0
3810,3107912,1,0
3811,3108527,1,0
3812,3109141,1,0
3813,3109755,1,0
3814,3110369,1,0
3815,3110984,1,0
3816,3111598,1,0
3817,3112212,1,0
3818,3112826,1,0
3819,3113441,1,0
3820,3114055,1,0
3821,3114669,1,0
3822,3115283,1,0
3823,3115897,1,0
3824,3116512,1,0
3825,3117126,2,0
3826,3117740,1,0
3827,3118354,1,0
3828,3118969,1,0
3829,3119583,1,0
3830,3120197,1,0
3831,3120811,1,0
3832,3121426,1,0
3833,3122040,1,0
3834,3122654,1,0
3835,3123268,1,0
3836,3123883,1,0
3837,3124497,2,0
3838,3125111,1,0
3839,3125725,1,0
3840,3126339,1,0
3841,3126954,1,0
3842,3127568,1,0
3843,3128182,1,0
3844,3128796,1,0
3845,3129411,1,0
3846,3130025,2,0
3847,3130639,1,0
3848,3131253,1,0
3849,3131868,1,0
3850,3132482,1,0
3851,3133096,1,0
3852,3133710,1,0
3853,3134325,1,0
3854,3134939,1,0
3855,3135553,1,0
3856,3136167,1,0
3857,3136782,2,0
3858,3137396,1,0
3859,3138010,1,0
3860,3138624,1,0
3861,3139238,1,0
3862,3139853,1,0
3863,3140467,1,0
3864,3141081,1,0
3865,3141695,1,0
3866,3142310,1,0
3867,3142924,1,0
3868,3143538,1,0
3869,3144152,1,0
3870,3144767,1,0
3871,3145381,1,0
3872,3145995,1,0
3873,3146609,1,0
3874,3147224,1,0
3875,3147838,2,0
3876,3148452,1,0
3877,3149066,1,0
3878,3149681,1,0
3879,3150295,1,0
3880,3150909,1,0
3881,3151523,1,0
3882,3152137,1,0
3883,3152752,1,0
3884,3163791,1,0
3885,3164405,1,0
3886,3165019,1,0
3887,3165634,1,0
3888,3166248,1,0
3889,3166862,1,0
3890,3167476,1,0
3891,3168091,1,0
3892,3168705,1,0
3893,3169319,1,0
3894,3169933,1,0
3895,3170548,1,0
3896,3171162,1,0
3897,3171776,1,0
3898,3172390,1,0
3899,3173005,1,0
3900,3173619,2,0
3901,3174233,1,0
3902,3174847,1,0
3903,3175461,1,0
3904,3176076,1,0
3905,3176690,1,0
3906,3177304,1,0
3907,3177918,1,0
3908,3178533,1,0
3909,3179147,1,0
3910,3179761,1,0
3911,3180375,1,0
3912,3180990,1,0
3913,3181604,1,0
3914,3182218,2,0
3915,3182832,1,0
3916,3183447,1,0
3917,3184061,1,0
3918,3184675,1,0
3919,3185289,1,0
3920,3185904,1,0
3921,3186518,1,0
3922,3187132,1,0
3923,3187746,1,0
3924,3188360,1,0
3925,3188975,1,0
3926,3189589,1,0
3927,3190203,2,0
3928,3190817,1,0
3929,3191432,1,0
3930,3192046,1,0
3931,3192660,1,0
3932,3193274,1,0
3933,3193889,1,0
3934,3194503,1,0
3935,3195117,1,0
3936,3195731,1,0
3937,3196346,1,0
3938,3196960,1,0
3939,3197574,1,0
3940,3198188,1,0
3941,3198802,2,0
3942,3199417,1,0
3943,3200031,1,0
3944,3200645,1,0
3945,3201259,1,0
3946,3201874,1,0
3947,3202488,1,0
3948,3203102,1,0
3949,3203716,1,0
3950,3204331,1,0
3951,3204945,1,0
3952,3205559,2,0
3953,3206173,1,0
3954,3206788,1,0
3955,3207402,1,0
3956,3208016,1,0
3957,3208630,1,0
3958,3209245,1,0
3959,3209859,1,0
3960,3210473,1,0
3961,3211087,1,0
3962,3211702,1,0
3963,3212316,1,0
3964,3212930,1,0
3965,3213544,1,0
3966,3214158,1,0
3967,3214773,1,0
3968,3215387,2,0
3969,3216001,1,0
3970,3216615,1,0
3971,3217230,1,0
3972,3217844,1,0
3973,3218458,1,0
3974,3219072,1,0
3975,3219687,1,0
3976,3220301,1,0
3977,3220915,1,0
3978,3221529,1,0
3979,3222144,1,0
3980,3222758,1,0
3981,3223372,1,0
3982,3223986,2,0
3983,3224601,1,0
3984,3235298,1,0
3985,3235913,1,0
3986,3236527,1,0
3987,3237141,1,0
3988,3237755,1,0
3989,3238370,1,0
3990,3238984,1,0
3991,3239598,1,0
3992,3240212,1,0
3993,3240827,1,0
3994,3241441,1,0
3995,3242055,1,0
3996,3242669,1,0
3997,3243284,1,0
3998,3243898,1,0
3999,3244512,1,0
4000,3245126,1,0
4001,3245741,2,0
4002,3246355,1,0
4003,3246969,1,0
4004,3247583,1,0
4005,3248197,1,0
4006,3248812,1,0
4007,3249426,1,0
4008,3250040,1,0
4009,3250654,1,0
4010,3251269,1,0
4011,3251883,1,0
4012,3252497,1,0
4013,3253111,1,0
4014,3253726,1,0
4015,3254340,2,0
4016,3254954,1,0
4017,3255568,1,0
4018,3256183,1,0
4019,3256797,1,0
4020,3257411,1,0
4021,3258025,1,0
4022,3258640,1,0
4023,3259254,1,0
4024,3259868,1,0
4025,3260482,1,0
4026,3261096,1,0
4027,3261711,1,0
4028,3262325,1,0
4029,3262939,2,0
4030,3263553,1,0
4031,3264168,1,0
4032,3264782,1,0
4033,3265396,1,0
4034,3266010,1,0
4035,3266625,1,0
4036,3267239,1,0
4037,3267853,1,0
4038,3268467,1,0
4039,3269082,1,0
4040,3269696,2,0
4041,3270310,1,0
4042,3270924,1,0
4043,3271539,1,0
4044,3272153,1,0
4045,3272767,1,0
4046,3273381,1,0
4047,3273995,1,0
4048,3274610,1,0
4049,3275224,1,0
4050,3275838,2,0
4051,3276452,1,0
4052,3277067,1,0
4053,3277681,1,0
4054,3278295,1,0
4055,3278909,1,0
4056,3279524,1,0
4057,3280138,1,0
4058,3280752,1,0
4059,3281366,1,0
4060,3281981,1,0
4061,3282595,1,0
4062,3283209,1,0
4063,3283823,1,0
4064,3284438,1,0
4065,3285052,1,0
4066,3285666,2,0
4067,3286280,1,0
4068,3286894,1,0
4069,3287509,1,0
4070,3288123,1,0
4071,3288737,1,0
4072,3289351,1,0
4073,3289966,1,0
4074,3290580,1,0
4075,3291194,1,0
4076,3291808,1,0
4077,3292423,1,0
4078,3293037,1,0
4079,3293651,1,0
4080,3294265,1,0
4081,3294880,1,0
4082,3295494,2,0
4083,3296108,1,0
4084,3307011,1,0
4085,3307625,1,0
4086,3308239,1,0
4087,3308853,1,0
4088,3309468,1,0
4089,3310082,1,0
4090,3310696,1,0
4091,3311310,1,0
4092,3311925,2,0
4093,3312539,1,0
4094,3313153,1,0
4095,3313767,1,0
4096,3314382,1,0
4097,3314996,1,0
4098,3315610,1,0
4099,3316224,1,0
4100,3316839,1,0
4101,3317453,1,0
4102,3318067,1,0
4103,3318681,1,0
4104,3319296,1,0
4105,3319910,1,0
4106,3320524,1,0
4107,3321138,1,0
4108,3321752,1,0
4109,3322367,1,0
4110,3322981,2,0
4111,3323595,1,0
4112,3324209,1,0
4113,3324824,1,0
4114,3325438,1,0
4115,3326052,1,0
4116,3326666,1,0
4117,3327281,1,0
4118,3327895,1,0
4119,3328509,1,0
4120,3329123,1,0
4121,3329738,1,0
4122,3330352,1,0
4123,3330966,1,0
4124,3331580,1,0
4125,3332195,2,0
4126,3332809,1,0
4127,3333423,1,0
4128,3334037,1,0
4129,3334652,1,0
4130,3335266,1,0
4131,3335880,1,0
4132,3336494,1,0
4133,3337108,1,0
4134,3337723,1,0
4135,3338337,1,0
4136,3338951,2,0
4137,3339565,1,0
4138,3340180,1,0
4139,3340794,1,0
4140,3341408,1,0
4141,3342022,1,0
4142,3342637,1,0
4143,3343251,1,0
4144,3343865,1,0
4145,3344479,1,0
4146,3345094,1,0
4147,3345708,1,0
4148,3346322,2,0
4149,3346936,1,0
4150,3347550,1,0
4151,3348165,1,0
4152,3348779,1,0
4153,3349393,1,0
4154,3350007,1,0
4155,3350622,1,0
4156,3351236,1,0
4157,3351850,1,0
4158,3352464,1,0
4159,3353079,1,0
4160,3353693,1,0
4161,3354307,1,0
4162,3354921,2,0
4163,3355536,1,0
4164,3356150,1,0
4165,3356764,1,0
4166,3357378,1,0
4167,3357993,1,0
4168,3358607,1,0
4169,3359221,1,0
4170,3359835,1,0
4171,3360449,1,0
4172,3361064,1,0
4173,3361678,1,0
4174,3362292,2,0
4175,3362906,1,0
4176,3363521,1,0
4177,3364135,1,0
4178,3364749,1,0
4179,3365363,1,0
4180,3365978,1,0
4181,3366592,1,0
4182,3367206,1,0
4183,3367820,1,0
4184,3378757,1,0
4185,3379371,1,0
4186,3379986,1,0
4187,3380600,1,0
4188,3381214,1,0
4189,3381828,1,0
4190,3382443,1,0
4191,3383057,1,0
4192,3383671,2,0
4193,3384285,1,0
4194,3384900,1,0
4195,3385514,1,0
4196,3386128,1,0
4197,3386742,1,0
4198,3387357,1,0
4199,3387971,1,0
4200,3388585,1,0
4201,3389199,1,0
4202,3389813,2,0
4203,3390428,1,0
4204,3391042,1,0
4205,3391656,1,0
4206,3392270,1,0
4207,3392885,1,0
4208,3393499,1,0
4209,3394113,1,0
4210,3394727,1,0
4211,3395342,1,0
4212,3395956,1,0
4213,3396570,1,0
4214,3397184,1,0
4215,3397799,1,0
4216,3398413,2,0
4217,3399027,1,0
4218,3399641,1,0
4219,3400255,1,0
4220,3400870,1,0
4221,3401484,1,0
4222,3402098,1,0
4223,3402712,1,0
4224,3403327,1,0
4225,3403941,1,0
4226,3404555,1,0
4227,3405169,1,0
4228,3405784,1,0
4229,3406398,1,0
4230,3407012,2,0
4231,3407626,1,0
4232,3408241,1,0
4233,3408855,1,0
4234,3409469,1,0
4235,3410083,1,0
4236,3410698,1,0
4237,3411312,1,0
4238,3411926,1,0
4239,3412540,1,0
4240,3413155,1,0
4241,3413769,1,0
4242,3414383,1,0
4243,3414997,1,0
4244,3415611,1,0
4245,3416226,1,0
4246,3416840,1,0
4247,3417454,1,0
4248,3418068,1,0
4249,3418683,2,0
4250,3419297,1,0
4251,3419911,1,0
4252,3420525,1,0
4253,3421140,1,0
4254,3421754,1,0
4255,3422368,1,0
4256,3422982,1,0
4257,3423597,1,0
4258,3424211,1,0
4259,3424825,1,0
4260,3425439,2,0
4261,3426054,1,0
4262,3426668,1,0
4263,3427282,1,0
4264,3427896,1,0
4265,3428510,1,0
4266,3429125,1,0
4267,3429739,1,0
4268,3430353,1,0
4269,3430967,1,0
4270,3431582,1,0
4271,3432196,1,0
4272,3432810,1,0
4273,3433424,1,0
4274,3434039,1,0
4275,3434653,1,0
4276,3435267,2,0
4277,3435881,1,0
4278,3436496,1,0
4279,3437110,1,0
4280,3437724,1,0
4281,3438338,1,0
4282,3438953,1,0
4283,3439567,1,0
